epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,1301.83,0.91182,0.98884,1.19658,0.5345,0.61846,0.54291,0.32985,1.43783,1.63242,1.7666,0.000940855,0.000940855,0.000940855
46,1330.54,0.90839,0.97774,1.2094,0.5965,0.60892,0.61198,0.41208,1.29173,1.44626,1.64037,0.000924352,0.000924352,0.000924352
47,1359.21,0.90628,0.99528,1.22669,0.74062,0.61483,0.66776,0.42498,1.2707,1.42033,1.63456,0.000907848,0.000907848,0.000907848
48,1387.89,0.89273,0.98016,1.22248,0.75123,0.64792,0.73121,0.50357,1.19072,1.17511,1.51775,0.000891345,0.000891345,0.000891345
49,1416.72,0.88316,0.97901,1.1745,0.74533,0.65667,0.73688,0.50426,1.26422,1.18921,1.57705,0.000874842,0.000874842,0.000874842
50,1445.46,0.92012,0.96796,1.22509,0.67463,0.71759,0.69745,0.43447,1.32896,1.41254,1.68066,0.000858338,0.000858338,0.000858338
51,1474.18,0.93923,0.97934,1.24591,0.6769,0.67396,0.63733,0.39021,1.34974,1.51088,1.68654,0.000841835,0.000841835,0.000841835
52,1502.93,0.90513,0.96801,1.17931,0.63939,0.66583,0.61787,0.37207,1.39551,1.73534,1.73018,0.000825332,0.000825332,0.000825332
53,1531.62,0.92286,0.9637,1.20717,0.76082,0.575,0.59847,0.36575,1.36529,1.75973,1.74256,0.000808828,0.000808828,0.000808828
54,1560.4,0.90921,0.99104,1.19801,0.64279,0.67604,0.63069,0.37402,1.36082,1.45585,1.74818,0.000792325,0.000792325,0.000792325
55,1589.13,0.89708,0.93226,1.20641,0.86703,0.54659,0.64502,0.43388,1.3041,1.45066,1.62331,0.000775822,0.000775822,0.000775822
56,1617.83,0.8757,0.9297,1.15625,0.72286,0.64271,0.70121,0.44936,1.32932,1.27265,1.63371,0.000759318,0.000759318,0.000759318
57,1646.62,0.86389,0.87896,1.15744,0.77565,0.62299,0.68295,0.43069,1.4202,1.33329,1.68562,0.000742815,0.000742815,0.000742815
58,1675.37,0.87182,0.91302,1.18378,0.74298,0.63333,0.68135,0.42981,1.3959,1.37022,1.66751,0.000726312,0.000726312,0.000726312
59,1704.17,0.8662,0.92438,1.18823,0.70643,0.70737,0.6836,0.41114,1.40018,1.31832,1.6715,0.000709809,0.000709809,0.000709809
60,1732.91,0.84231,0.89924,1.15484,0.67588,0.64792,0.66946,0.45033,1.3888,1.24517,1.66706,0.000693305,0.000693305,0.000693305
61,1761.49,0.82377,0.85788,1.16078,0.7644,0.60171,0.67017,0.4348,1.31392,1.28899,1.61701,0.000676802,0.000676802,0.000676802
62,1790.24,0.91338,0.90712,1.20277,0.80274,0.56537,0.7015,0.45364,1.29176,1.20319,1.62733,0.000660299,0.000660299,0.000660299
63,1819.08,0.86323,0.86626,1.17387,0.76601,0.60872,0.67702,0.43617,1.3666,1.28956,1.7095,0.000643795,0.000643795,0.000643795
64,1847.86,0.84285,0.86742,1.16043,0.73022,0.62813,0.69818,0.44167,1.29939,1.25499,1.65572,0.000627292,0.000627292,0.000627292
65,1876.69,0.84698,0.86166,1.16158,0.64802,0.67812,0.6762,0.42985,1.33059,1.32374,1.64634,0.000610789,0.000610789,0.000610789
66,1905.4,0.83499,0.84762,1.16255,0.79283,0.59583,0.6907,0.44784,1.278,1.27332,1.56475,0.000594286,0.000594286,0.000594286
67,1934.18,0.80099,0.85229,1.13428,0.81352,0.51923,0.6069,0.39274,1.33485,1.52744,1.63648,0.000577782,0.000577782,0.000577782
68,1962.89,0.79474,0.8436,1.14382,0.71303,0.67987,0.64838,0.43243,1.36411,1.35772,1.70394,0.000561279,0.000561279,0.000561279
69,1991.6,0.79836,0.80772,1.13021,0.67176,0.69167,0.69022,0.43315,1.31969,1.29187,1.68071,0.000544776,0.000544776,0.000544776
70,2020.45,0.78389,0.8003,1.11369,0.8075,0.64981,0.71312,0.47859,1.22551,1.20862,1.59585,0.000528272,0.000528272,0.000528272
71,2049.2,0.79558,0.81238,1.128,0.88122,0.54583,0.69874,0.46699,1.29052,1.26367,1.69272,0.000511769,0.000511769,0.000511769
72,2077.92,0.81967,0.80781,1.1619,0.7633,0.70841,0.7111,0.44937,1.26387,1.20534,1.61559,0.000495266,0.000495266,0.000495266
73,2106.81,0.7972,0.78031,1.11488,0.79708,0.66146,0.72752,0.46051,1.25176,1.24087,1.6123,0.000478762,0.000478762,0.000478762
74,2135.54,0.77034,0.77369,1.12249,0.75279,0.58928,0.69211,0.44161,1.2773,1.2372,1.60384,0.000462259,0.000462259,0.000462259
75,2164.31,0.76364,0.74375,1.12367,0.69809,0.63732,0.69188,0.45226,1.27038,1.21499,1.56676,0.000445756,0.000445756,0.000445756
76,2193.09,0.80637,0.79795,1.13899,0.75212,0.61528,0.69728,0.46075,1.24837,1.19021,1.56873,0.000429253,0.000429253,0.000429253
77,2221.77,0.756,0.73197,1.12311,0.74009,0.65938,0.71437,0.46741,1.27527,1.16477,1.60738,0.000412749,0.000412749,0.000412749
78,2250.45,0.75482,0.70886,1.11441,0.71183,0.67708,0.70895,0.45578,1.31263,1.12919,1.65322,0.000396246,0.000396246,0.000396246
79,2279.24,0.76224,0.73195,1.10242,0.64089,0.69479,0.71978,0.44748,1.30444,1.18643,1.67368,0.000379743,0.000379743,0.000379743
80,2307.97,0.7457,0.71652,1.10665,0.8652,0.58772,0.73627,0.44711,1.3631,1.15739,1.74167,0.000363239,0.000363239,0.000363239
81,2336.64,0.70887,0.68437,1.09705,0.72087,0.74167,0.754,0.45363,1.38271,1.1211,1.73345,0.000346736,0.000346736,0.000346736
82,2365.36,0.70045,0.67739,1.06617,0.833,0.68987,0.75011,0.49582,1.24178,1.05074,1.59328,0.000330233,0.000330233,0.000330233
83,2394.02,0.72671,0.75991,1.10462,0.83752,0.70133,0.77631,0.51006,1.1958,1.04268,1.5552,0.000313729,0.000313729,0.000313729
84,2422.82,0.69148,0.69737,1.07819,0.80299,0.72168,0.77308,0.5033,1.22337,1.04443,1.58481,0.000297226,0.000297226,0.000297226
85,2451.51,0.70047,0.70455,1.07813,0.74611,0.69375,0.76198,0.49575,1.2125,1.06248,1.55313,0.000280723,0.000280723,0.000280723
86,2480.22,0.71579,0.7003,1.0918,0.67089,0.71938,0.75101,0.50266,1.19472,1.08706,1.53429,0.00026422,0.00026422,0.00026422
87,2508.98,0.71185,0.68474,1.08429,0.68002,0.69271,0.7415,0.4849,1.22386,1.08868,1.57228,0.000247716,0.000247716,0.000247716
88,2537.67,0.70725,0.69081,1.09164,0.69343,0.73878,0.75571,0.49254,1.21039,1.07525,1.56403,0.000231213,0.000231213,0.000231213
89,2566.41,0.6995,0.65835,1.05736,0.71639,0.73162,0.75741,0.49541,1.21401,1.08895,1.58213,0.00021471,0.00021471,0.00021471
90,2595.16,0.68732,0.66954,1.07277,0.77249,0.64414,0.74698,0.4897,1.20232,1.11473,1.58434,0.000198206,0.000198206,0.000198206
91,2651.83,0.58638,0.63058,1.02353,0.69269,0.69375,0.74109,0.48818,1.19652,1.11691,1.57577,0.000181703,0.000181703,0.000181703
92,2680.36,0.59154,0.58753,1.02231,0.68119,0.69375,0.74158,0.47326,1.25097,1.10259,1.62828,0.0001652,0.0001652,0.0001652
93,2708.85,0.5861,0.55047,1.0401,0.79869,0.59688,0.74338,0.48531,1.24348,1.08655,1.63137,0.000148696,0.000148696,0.000148696
94,2737.53,0.54758,0.52846,1.00875,0.82507,0.62813,0.75669,0.49043,1.22977,1.06277,1.59841,0.000132193,0.000132193,0.000132193
95,2766.19,0.55323,0.51397,1.02308,0.87215,0.64074,0.78848,0.50263,1.22941,1.02567,1.60814,0.00011569,0.00011569,0.00011569
96,2794.77,0.54464,0.5096,1.00565,0.88682,0.62708,0.78642,0.51007,1.24112,1.00849,1.63776,9.91865e-05,9.91865e-05,9.91865e-05
97,2823.32,0.5324,0.50125,0.97589,0.79355,0.68372,0.78872,0.5044,1.24842,1.01109,1.64202,8.26832e-05,8.26832e-05,8.26832e-05
98,2851.93,0.52182,0.48926,1.01032,0.9074,0.62708,0.78216,0.5012,1.22521,1.02394,1.61096,6.61799e-05,6.61799e-05,6.61799e-05
99,2873.83,0.52765,0.48177,1.02035,0.90724,0.64271,0.77749,0.49876,1.21014,1.02544,1.59217,4.96766e-05,4.96766e-05,4.96766e-05
100,2902.16,0.5265,0.46763,1.005,0.83987,0.65938,0.76264,0.49548,1.18746,1.03327,1.5712,3.31733e-05,3.31733e-05,3.31733e-05
