epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,524.669,0.90691,1.06518,1.19503,0.70962,0.60707,0.66594,0.45251,1.07155,1.08929,1.38644,0.000535345,0.000535345,0.000535345
50,535.152,0.85285,1.04743,1.21578,0.67633,0.68762,0.70687,0.47528,1.03525,1.08852,1.34296,0.000511769,0.000511769,0.000511769
51,545.782,0.90549,1.04831,1.2009,0.82482,0.66146,0.73466,0.48119,1.03922,1.07805,1.35687,0.000488193,0.000488193,0.000488193
52,556.353,0.87899,1.01649,1.20234,0.85612,0.66146,0.73271,0.47874,1.09094,1.16087,1.35696,0.000464617,0.000464617,0.000464617
53,566.963,0.88394,1.03477,1.22017,0.7948,0.64455,0.70361,0.44139,1.35418,1.10426,1.57827,0.000441041,0.000441041,0.000441041
54,577.51,0.86907,1.01653,1.20144,0.68493,0.65597,0.69854,0.46028,1.24084,1.08427,1.46279,0.000417464,0.000417464,0.000417464
55,588.049,0.87772,1.04962,1.22518,0.74347,0.63304,0.70115,0.4613,1.02715,1.05845,1.36958,0.000393888,0.000393888,0.000393888
56,598.681,0.91398,1.0381,1.21803,0.81419,0.57737,0.71471,0.47459,1.11544,1.02773,1.38216,0.000370312,0.000370312,0.000370312
57,609.367,0.84415,0.9902,1.18821,0.8372,0.59086,0.71442,0.46807,1.17662,1.09683,1.36548,0.000346736,0.000346736,0.000346736
58,620.003,0.86332,0.9982,1.20934,0.86388,0.58509,0.71662,0.48522,1.1558,1.04447,1.37409,0.00032316,0.00032316,0.00032316
59,630.664,0.86738,0.99544,1.21075,0.83428,0.58386,0.72384,0.48934,1.12713,1.01546,1.37102,0.000299584,0.000299584,0.000299584
60,641.574,0.86907,0.99353,1.19345,0.88273,0.54792,0.72583,0.49432,1.20434,1.03633,1.42107,0.000276008,0.000276008,0.000276008
61,677.686,0.77004,0.91865,1.15727,0.73189,0.64479,0.69873,0.47949,1.28073,1.10782,1.47203,0.000252431,0.000252431,0.000252431
62,688.279,0.76061,0.87026,1.17387,0.66291,0.69119,0.6866,0.48121,1.02576,1.12764,1.29262,0.000228855,0.000228855,0.000228855
63,698.747,0.74086,0.83109,1.14223,0.7319,0.61738,0.68051,0.45899,1.03925,1.16317,1.3185,0.000205279,0.000205279,0.000205279
64,709.294,0.69255,0.7941,1.13735,0.72545,0.62708,0.68663,0.466,1.04219,1.12672,1.35499,0.000181703,0.000181703,0.000181703
65,719.83,0.70963,0.79527,1.13393,0.73083,0.65938,0.69755,0.46376,1.03628,1.09751,1.35194,0.000158127,0.000158127,0.000158127
66,730.358,0.68124,0.77122,1.08188,0.71913,0.64479,0.69119,0.45216,1.0418,1.10478,1.35405,0.000134551,0.000134551,0.000134551
67,740.922,0.67813,0.70475,1.09217,0.69476,0.64479,0.69396,0.46174,1.03497,1.11284,1.3524,0.000110975,0.000110975,0.000110975
68,751.503,0.68092,0.77775,1.13366,0.83944,0.58633,0.70263,0.47036,1.03072,1.09381,1.34485,8.73984e-05,8.73984e-05,8.73984e-05
69,762.035,0.67159,0.72021,1.10733,0.79781,0.6125,0.71115,0.47568,1.03922,1.07918,1.34397,6.38223e-05,6.38223e-05,6.38223e-05
70,772.689,0.6296,0.70822,1.04583,0.7971,0.64583,0.71715,0.48618,1.05224,1.07068,1.35694,4.02461e-05,4.02461e-05,4.02461e-05
