epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,5937.83,1.09887,1.25334,1.38161,0.49519,0.52273,0.50141,0.22727,1.91211,2.19961,2.73431,0.000511769,0.000511769,0.000511769
37,6097.76,1.07801,1.34132,1.39578,0.52034,0.60606,0.48291,0.24047,1.79752,2.59044,2.53065,0.000478762,0.000478762,0.000478762
38,6257.79,1.03086,1.25512,1.3666,0.56204,0.47727,0.49861,0.25057,1.69255,2.28809,2.44284,0.000445756,0.000445756,0.000445756
39,6417.61,1.14521,1.26087,1.54069,0.60806,0.39394,0.51794,0.228,1.74424,2.14166,2.54564,0.000412749,0.000412749,0.000412749
40,6577.75,0.97537,1.27804,1.36272,0.71149,0.66545,0.69361,0.2963,1.61954,1.669,2.30669,0.000379743,0.000379743,0.000379743
41,6738.54,1.10845,1.25855,1.46775,0.62639,0.59848,0.68856,0.3555,1.5502,1.65115,2.29134,0.000346736,0.000346736,0.000346736
42,6899.19,0.98003,1.07613,1.34071,0.655,0.59848,0.65963,0.33929,1.57605,1.76317,2.24192,0.000313729,0.000313729,0.000313729
43,7060.8,1.03993,1.15596,1.34328,0.63443,0.55303,0.59066,0.34045,1.55692,1.67642,2.18743,0.000280723,0.000280723,0.000280723
44,7224.21,0.96258,0.99875,1.34512,0.44538,0.56061,0.46465,0.26033,1.61873,1.79327,2.22146,0.000247716,0.000247716,0.000247716
45,7384.23,0.88722,1.0342,1.26264,0.49862,0.56061,0.4202,0.23103,1.6342,1.8578,2.1897,0.00021471,0.00021471,0.00021471
46,7544.22,0.87698,1.00583,1.23802,0.5683,0.51515,0.54627,0.32911,1.47052,1.81739,1.96181,0.000181703,0.000181703,0.000181703
47,7703.89,0.91467,1.0441,1.29265,0.51647,0.51515,0.57216,0.37074,1.41159,1.76542,1.88985,0.000148696,0.000148696,0.000148696
48,7863.49,0.81779,0.92088,1.20442,0.64749,0.51515,0.57634,0.33821,1.45259,1.71136,1.90902,0.00011569,0.00011569,0.00011569
49,16587.9,0.7505,0.82729,1.17101,0.56259,0.63234,0.57859,0.33949,1.45704,1.66732,1.88729,8.26832e-05,8.26832e-05,8.26832e-05
50,16752.4,0.84398,0.86271,1.24275,0.63334,0.64317,0.60386,0.34468,1.50895,1.64687,1.91512,4.96766e-05,4.96766e-05,4.96766e-05
