epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,1613.55,0.91371,1.11651,1.24863,0.76127,0.61238,0.686,0.46035,1.30249,1.28655,1.53294,0.000858338,0.000858338,0.000858338
51,1645.98,0.97405,1.10206,1.22544,0.69773,0.66163,0.68516,0.43696,1.36299,1.31591,1.57198,0.000841835,0.000841835,0.000841835
52,1678.36,0.92915,1.06023,1.23241,0.66719,0.61458,0.66678,0.41905,1.28055,1.36107,1.50522,0.000825332,0.000825332,0.000825332
53,1710.76,0.93882,1.07616,1.24482,0.70855,0.66038,0.68717,0.44054,1.27952,1.40627,1.49093,0.000808828,0.000808828,0.000808828
54,1743.11,0.93465,1.05417,1.2331,0.77216,0.61998,0.69504,0.45706,1.28142,1.12666,1.4683,0.000792325,0.000792325,0.000792325
55,1775.45,0.92163,1.09178,1.24681,0.84451,0.57273,0.69505,0.48133,1.13817,1.04369,1.38647,0.000775822,0.000775822,0.000775822
56,1807.88,0.99037,1.10258,1.2593,0.76848,0.61667,0.70624,0.48019,1.08838,1.26885,1.363,0.000759318,0.000759318,0.000759318
57,1840.16,0.9113,1.03618,1.21421,0.80845,0.60166,0.70297,0.46882,1.18039,1.14226,1.40714,0.000742815,0.000742815,0.000742815
58,1872.55,0.91459,1.0408,1.23482,0.83969,0.62813,0.67324,0.44543,1.20613,1.18284,1.42913,0.000726312,0.000726312,0.000726312
59,1904.8,0.9199,1.06099,1.24417,0.85341,0.60748,0.68824,0.46059,1.20729,1.14316,1.43566,0.000709809,0.000709809,0.000709809
60,1937.13,0.90947,1.05633,1.21847,0.74297,0.62813,0.70667,0.47689,1.26866,1.04306,1.48708,0.000693305,0.000693305,0.000693305
61,1969.44,0.888,0.97102,1.20615,0.8652,0.54696,0.69871,0.48398,1.18085,1.03358,1.41222,0.000676802,0.000676802,0.000676802
62,2001.72,0.88104,0.98092,1.21129,0.78105,0.673,0.72726,0.48179,1.08166,1.02464,1.39879,0.000660299,0.000660299,0.000660299
63,2034.05,0.87006,0.99621,1.19756,0.81161,0.69063,0.73666,0.4918,1.09479,0.99423,1.4073,0.000643795,0.000643795,0.000643795
64,2066.39,0.86293,0.96998,1.20689,0.69254,0.73846,0.71897,0.45491,1.16393,1.4297,1.4365,0.000627292,0.000627292,0.000627292
65,2098.67,0.87543,1.01686,1.19591,0.80188,0.66146,0.72183,0.46863,1.1345,1.2435,1.43513,0.000610789,0.000610789,0.000610789
66,2131,0.86368,0.98034,1.1978,0.81965,0.59375,0.68205,0.4598,1.10794,1.2453,1.40311,0.000594286,0.000594286,0.000594286
67,2163.39,0.89134,0.98848,1.20253,0.70981,0.69063,0.67668,0.44414,1.17194,1.17803,1.47007,0.000577782,0.000577782,0.000577782
68,2195.73,0.86827,0.96296,1.18842,0.70515,0.7011,0.69552,0.46747,1.09779,1.06831,1.42111,0.000561279,0.000561279,0.000561279
69,2228.06,0.82879,0.91573,1.19026,0.70524,0.64479,0.70542,0.46378,1.11889,1.18165,1.41436,0.000544776,0.000544776,0.000544776
70,2260.32,0.83772,0.90139,1.17681,0.75399,0.66354,0.72176,0.49611,1.08466,1.33955,1.37879,0.000528272,0.000528272,0.000528272
71,2292.68,0.86462,0.92905,1.20176,0.84149,0.59583,0.73327,0.50206,1.0561,1.30528,1.34369,0.000511769,0.000511769,0.000511769
72,2324.98,0.85992,0.89507,1.18423,0.85238,0.6708,0.72355,0.48616,1.04526,1.30008,1.34835,0.000495266,0.000495266,0.000495266
73,2357.36,0.86206,0.95841,1.15794,0.8092,0.6158,0.6965,0.45793,1.09103,1.30465,1.36489,0.000478762,0.000478762,0.000478762
74,2389.6,0.82625,0.90419,1.18274,0.87722,0.54896,0.70259,0.4521,1.05382,1.27988,1.34444,0.000462259,0.000462259,0.000462259
75,2422.04,0.85685,0.90408,1.1695,0.76671,0.66042,0.71641,0.46785,1.10067,1.08596,1.38068,0.000445756,0.000445756,0.000445756
76,2454.32,0.86578,0.95665,1.21314,0.82688,0.65535,0.70608,0.46158,1.13765,1.16382,1.40795,0.000429253,0.000429253,0.000429253
77,2486.68,0.80866,0.90392,1.16578,0.76682,0.68575,0.68641,0.46603,1.08299,1.16078,1.37523,0.000412749,0.000412749,0.000412749
78,2519.05,0.84075,0.88343,1.15716,0.82662,0.70105,0.73037,0.49457,1.03914,1.04211,1.35001,0.000396246,0.000396246,0.000396246
79,2551.4,0.84545,0.84472,1.16401,0.8309,0.59556,0.71876,0.48152,1.02995,1.19191,1.33251,0.000379743,0.000379743,0.000379743
80,2583.79,0.82494,0.86594,1.14653,0.64539,0.725,0.69488,0.47785,1.03948,1.37759,1.31392,0.000363239,0.000363239,0.000363239
81,2616.19,0.8097,0.89089,1.17179,0.83515,0.54114,0.68708,0.46419,1.04241,1.39387,1.32587,0.000346736,0.000346736,0.000346736
82,2648.61,0.80443,0.84519,1.13724,0.75835,0.66143,0.70782,0.46739,1.02397,1.33839,1.3057,0.000330233,0.000330233,0.000330233
83,2680.95,0.85557,0.89142,1.19718,0.9206,0.57449,0.71164,0.47486,1.04766,1.2669,1.33073,0.000313729,0.000313729,0.000313729
84,2713.29,0.76744,0.82725,1.15049,0.83955,0.6022,0.71405,0.47042,1.0228,1.18903,1.33891,0.000297226,0.000297226,0.000297226
85,2745.55,0.76926,0.83257,1.1338,0.84507,0.59773,0.72291,0.48537,1.05648,1.16219,1.35373,0.000280723,0.000280723,0.000280723
86,2777.91,0.79097,0.83563,1.13655,0.74582,0.72273,0.75469,0.49809,1.04191,1.11499,1.3566,0.00026422,0.00026422,0.00026422
87,2810.17,0.79362,0.82372,1.16097,0.70723,0.75209,0.75891,0.50331,1.02805,1.04688,1.34895,0.000247716,0.000247716,0.000247716
88,2842.42,0.76443,0.82806,1.13628,0.93934,0.60372,0.74556,0.49751,1.06332,0.99895,1.35003,0.000231213,0.000231213,0.000231213
89,2874.76,0.7687,0.7924,1.11669,0.91602,0.57895,0.72864,0.48703,1.09108,1.02345,1.35825,0.00021471,0.00021471,0.00021471
90,2907.06,0.78192,0.79851,1.14141,0.82865,0.64271,0.7294,0.49503,1.0775,1.04722,1.35603,0.000198206,0.000198206,0.000198206
91,2967.5,0.65644,0.72963,1.08004,0.79539,0.675,0.72006,0.48851,1.08345,1.06151,1.37335,0.000181703,0.000181703,0.000181703
92,2999.71,0.62834,0.64842,1.06283,0.80711,0.65938,0.71404,0.4862,1.12971,1.04748,1.40022,0.0001652,0.0001652,0.0001652
93,3031.92,0.65816,0.64448,1.1115,0.83715,0.64375,0.70938,0.47233,1.14547,1.04466,1.40413,0.000148696,0.000148696,0.000148696
94,3064.05,0.66647,0.65703,1.10317,0.80889,0.65756,0.71316,0.47372,1.10323,1.02585,1.38816,0.000132193,0.000132193,0.000132193
95,3096.28,0.60498,0.60399,1.02506,0.70653,0.69012,0.72403,0.48719,1.06981,1.05423,1.36343,0.00011569,0.00011569,0.00011569
96,3128.46,0.59857,0.60463,1.06157,0.72033,0.67259,0.73254,0.49247,1.04555,1.24111,1.34436,9.91865e-05,9.91865e-05,9.91865e-05
97,3160.64,0.59671,0.5722,1.04428,0.80265,0.62813,0.72039,0.48665,1.04658,1.33988,1.33855,8.26832e-05,8.26832e-05,8.26832e-05
98,3187.49,0.59257,0.58525,1.06855,0.81943,0.61358,0.71291,0.48894,1.0317,1.39633,1.3312,6.61799e-05,6.61799e-05,6.61799e-05
99,3220.08,0.5856,0.57277,1.04843,0.73927,0.66042,0.70983,0.48328,1.01312,1.43365,1.30401,4.96766e-05,4.96766e-05,4.96766e-05
100,3252.42,0.60589,0.58501,1.06199,0.77891,0.64479,0.70811,0.48504,1.00861,1.44674,1.30756,3.31733e-05,3.31733e-05,3.31733e-05
