epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,488.228,0.99241,1.27648,1.28597,0.93178,0.67817,0.7761,0.49492,1.1785,1.15468,1.55689,0.000445756,0.000445756,0.000445756
39,500.942,0.92003,1.21273,1.25207,0.87569,0.66522,0.77909,0.48543,1.2106,1.16786,1.53875,0.000412749,0.000412749,0.000412749
40,513.706,0.96366,1.22157,1.29266,0.81501,0.6073,0.75615,0.46443,1.24903,1.21908,1.51193,0.000379743,0.000379743,0.000379743
41,551.499,0.92131,1.27882,1.32832,0.75569,0.70833,0.74904,0.46884,1.19653,1.27963,1.49754,0.000346736,0.000346736,0.000346736
42,564.135,0.90347,1.19586,1.30187,0.73725,0.7418,0.75344,0.4816,1.18919,1.28473,1.53031,0.000313729,0.000313729,0.000313729
43,576.751,0.87533,1.18129,1.27322,0.75828,0.71042,0.74659,0.47312,1.18063,1.23685,1.53536,0.000280723,0.000280723,0.000280723
44,589.364,0.85895,1.13746,1.25091,0.85454,0.62025,0.72958,0.46707,1.16434,1.23945,1.50918,0.000247716,0.000247716,0.000247716
45,602.009,0.80657,1.04442,1.19998,0.89421,0.59357,0.70931,0.46402,1.20938,1.26494,1.51299,0.00021471,0.00021471,0.00021471
46,614.643,0.80953,1.04191,1.19545,0.8785,0.59688,0.73647,0.47012,1.23044,1.2379,1.53571,0.000181703,0.000181703,0.000181703
47,627.275,0.79242,1.00371,1.18701,0.87319,0.56564,0.73268,0.45913,1.24439,1.24074,1.5462,0.000148696,0.000148696,0.000148696
48,639.887,0.77904,1.05596,1.2129,0.66742,0.70592,0.73115,0.45839,1.24866,1.25063,1.54976,0.00011569,0.00011569,0.00011569
49,652.521,0.80353,0.9467,1.191,0.87827,0.56458,0.73954,0.46116,1.24055,1.20801,1.53456,8.26832e-05,8.26832e-05,8.26832e-05
50,665.181,0.7829,1.01084,1.19853,0.91504,0.56458,0.74141,0.47184,1.22856,1.18801,1.52513,4.96766e-05,4.96766e-05,4.96766e-05
