epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,467.959,0.84508,1.17488,1.24548,0.67951,0.6625,0.71366,0.46518,1.14159,1.11715,1.42121,0.000346736,0.000346736,0.000346736
42,478.66,0.85393,1.11547,1.2481,0.79214,0.6066,0.70398,0.43792,1.14279,1.23157,1.43,0.000313729,0.000313729,0.000313729
43,489.276,0.82621,1.08945,1.23079,0.86892,0.55328,0.68358,0.44992,1.08008,1.2721,1.40212,0.000280723,0.000280723,0.000280723
44,499.869,0.83157,1.06243,1.22497,0.85629,0.59583,0.71868,0.49003,1.08093,1.19869,1.3371,0.000247716,0.000247716,0.000247716
45,510.551,0.77115,0.97888,1.16667,0.86924,0.59583,0.74096,0.49903,1.08177,1.14878,1.34442,0.00021471,0.00021471,0.00021471
46,521.099,0.75959,0.94177,1.16402,0.83347,0.58021,0.7328,0.4774,1.07242,1.22411,1.34435,0.000181703,0.000181703,0.000181703
47,531.748,0.77784,0.95684,1.16427,0.66272,0.681,0.73803,0.49131,1.0486,1.35327,1.34595,0.000148696,0.000148696,0.000148696
48,542.38,0.73004,0.92201,1.15879,0.838,0.56492,0.74388,0.50338,1.05081,1.27051,1.357,0.00011569,0.00011569,0.00011569
49,553.145,0.734,0.88071,1.1195,0.87493,0.60637,0.7464,0.49919,1.04998,1.18084,1.35778,8.26832e-05,8.26832e-05,8.26832e-05
50,563.762,0.73262,0.92129,1.14342,0.8648,0.61146,0.74452,0.50145,1.05744,1.14754,1.36719,4.96766e-05,4.96766e-05,4.96766e-05
