epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,477.452,1.12091,1.52121,1.35324,0.72751,0.4965,0.60998,0.35237,1.42791,1.84142,1.80849,0.00110589,0.00110589,0.00110589
19,503.679,1.14236,1.52927,1.36445,0.65207,0.56655,0.60725,0.36056,1.47156,1.75387,1.94093,0.00107288,0.00107288,0.00107288
20,529.895,1.08079,1.44967,1.32922,0.53479,0.56719,0.53213,0.33159,1.3888,1.86886,1.88104,0.00103987,0.00103987,0.00103987
21,556.008,1.06573,1.38355,1.30995,0.44797,0.66454,0.56759,0.34942,1.46635,1.85697,1.95359,0.00100687,0.00100687,0.00100687
22,582.225,1.09778,1.36678,1.31602,0.56445,0.60957,0.65133,0.39843,1.34283,1.69909,1.85201,0.000973861,0.000973861,0.000973861
23,608.467,1.05724,1.38453,1.31109,0.65131,0.64343,0.63463,0.35119,1.39433,1.68371,1.80444,0.000940855,0.000940855,0.000940855
24,634.729,1.11153,1.41536,1.33723,0.67753,0.60334,0.62273,0.35867,1.3841,1.74813,1.72703,0.000907848,0.000907848,0.000907848
25,660.941,1.00974,1.33554,1.27322,0.77661,0.61188,0.68007,0.40982,1.27068,1.55222,1.63296,0.000874842,0.000874842,0.000874842
26,687.076,1.02958,1.27879,1.3061,0.59103,0.58437,0.60304,0.3616,1.22571,1.62268,1.59264,0.000841835,0.000841835,0.000841835
27,713.275,1.04291,1.30983,1.29878,0.56352,0.66146,0.65874,0.44827,1.23827,1.45124,1.58991,0.000808828,0.000808828,0.000808828
28,739.461,1.06612,1.31348,1.31027,0.60998,0.60009,0.64088,0.4095,1.29144,1.45586,1.64026,0.000775822,0.000775822,0.000775822
29,765.567,1.01559,1.28704,1.27939,0.74444,0.53542,0.66719,0.42869,1.22245,1.43189,1.57102,0.000742815,0.000742815,0.000742815
30,791.991,1.03449,1.23522,1.28507,0.69365,0.6737,0.67347,0.40072,1.30086,1.49748,1.63069,0.000709809,0.000709809,0.000709809
31,818.191,0.98691,1.2023,1.26069,0.80823,0.61303,0.70354,0.448,1.24642,1.40087,1.63375,0.000676802,0.000676802,0.000676802
32,844.331,1.03682,1.21764,1.31542,0.6518,0.65938,0.66991,0.43267,1.18978,1.51098,1.56151,0.000643795,0.000643795,0.000643795
33,870.564,1.03512,1.26508,1.32363,0.78207,0.63007,0.70417,0.46185,1.11297,1.46006,1.48186,0.000610789,0.000610789,0.000610789
34,896.742,0.98547,1.24717,1.28147,0.69036,0.72604,0.73027,0.4799,1.17619,1.34562,1.5295,0.000577782,0.000577782,0.000577782
35,922.844,0.95863,1.19847,1.26938,0.7142,0.61405,0.70466,0.43874,1.27225,1.33568,1.61355,0.000544776,0.000544776,0.000544776
36,949.072,0.94421,1.16724,1.21947,0.76353,0.57917,0.69999,0.45147,1.30021,1.37201,1.63518,0.000511769,0.000511769,0.000511769
37,975.219,0.96613,1.19276,1.24095,0.85353,0.55733,0.70051,0.43941,1.33255,1.40232,1.61338,0.000478762,0.000478762,0.000478762
38,1001.43,0.92428,1.10795,1.23909,0.73083,0.6364,0.72789,0.47416,1.28519,1.30916,1.56935,0.000445756,0.000445756,0.000445756
39,1027.6,0.86065,1.03982,1.184,0.86861,0.61354,0.72963,0.45681,1.23706,1.37646,1.49341,0.000412749,0.000412749,0.000412749
40,1053.68,0.87688,1.02655,1.21933,0.82576,0.59688,0.73034,0.47908,1.18556,1.32282,1.46082,0.000379743,0.000379743,0.000379743
41,1106.68,0.85271,1.1231,1.24237,0.69553,0.64632,0.70222,0.46117,1.20448,1.44746,1.53719,0.000346736,0.000346736,0.000346736
42,1132.69,0.84036,1.11932,1.2486,0.63474,0.6424,0.65559,0.42147,1.27305,1.576,1.65257,0.000313729,0.000313729,0.000313729
43,1158.75,0.80546,1.04022,1.20847,0.70591,0.6,0.65206,0.4394,1.213,1.53524,1.53619,0.000280723,0.000280723,0.000280723
44,1184.82,0.81064,1.04794,1.18949,0.70796,0.70289,0.7141,0.46372,1.22696,1.35468,1.5361,0.000247716,0.000247716,0.000247716
45,1210.96,0.76727,0.92306,1.15215,0.66137,0.66048,0.70011,0.4594,1.2494,1.34254,1.55775,0.00021471,0.00021471,0.00021471
46,1237,0.73679,0.91364,1.15505,0.65674,0.7081,0.71626,0.46871,1.23535,1.38667,1.54215,0.000181703,0.000181703,0.000181703
47,1263.05,0.71885,0.86557,1.15967,0.73496,0.68941,0.72605,0.4683,1.20511,1.38093,1.51761,0.000148696,0.000148696,0.000148696
48,1289.09,0.71601,0.85296,1.14845,0.74253,0.70924,0.73334,0.4807,1.18852,1.39292,1.51374,0.00011569,0.00011569,0.00011569
49,1315.18,0.70279,0.86044,1.10413,0.70708,0.74375,0.73548,0.48594,1.18205,1.35295,1.50415,8.26832e-05,8.26832e-05,8.26832e-05
50,1341.22,0.69833,0.86288,1.13338,0.72878,0.74375,0.73528,0.49366,1.18131,1.3194,1.50269,4.96766e-05,4.96766e-05,4.96766e-05
